ID,label,Comments
451,0,litfuba lesibili babe lungisa indlela yakho na nkulunkulu ukhnanlwe nje ngedzaba yekutsi kunebatsakatsi
452,-1,kusile babe majori vi phepha ngogo tabantu phepa nkhosi nkulunkulu akakubitanga kutsi utoshumayiela sesiya hamba sitimela ngase mbhikwake
453,1,musa kujabulisa titsa yena lobabe lona cina uchubeke nemphilo akwenteki kuhambe kahle ngakanjena nakanjena nanke sikhatsi emphilweni yati kutsi kukhona labakutsandzako kukhona labakwenyanyako kanjenana isi life ungatibulali
454,0,singaphumula
455,1,akungene livangeli bomake
456,0,angikaze ngefika kuwe kodwa luhlelo lakho ulungigeji nakavumile ngitofika
457,0,malumekati wami
458,1,sibonga intfutfuko lekhonsako siphakamisa kundlondlobala kwelaka ngwane
459,0,kukhuluma bani ke
460,-1,kute umuntfu lana
461,0,akasho lutfo umuntfu lomdzala
462,1,nkhosi dlamini wekunene ngiyakutsandza babe wami inkhosi ngicela ingigcinele futsi ichubeke ikuphe emandla langetulu kunalawo lonawo nami ngiyethemba babe angeke iphele lenyanga yengci ngingakanyatseli ekanjenanantweni ngiva ngathi kukhona tinto letitokhwesha nanginyatsela lapho nkhosi kadze ngagcina kuta ekanjenanantweni babe ngenca yetinkinga lenginato
463,1,mi propheti nkoci ngisho bantfu bangatsini ungabanangi banemona bosathane nawe siphiwo sakho nkoci
464,1,mayie jesu wami uyaphila akateli akalali ngetsemba yena yedva ungumtfombo longashi
465,-1,lapha ztiyakhala la kusendumbeni mbamba
466,-1,ngenamyala lawa lenyanga le iyangenyanyisa
467,-1,ushunyayielwa mini jesu la kute sisekelo selivi lasimakedze bakholwa yini bantfu umanigabe livi lasimakadze langashunyayielwa maswati vulekani emehlo tsine nguwuphi lomowa longa ngcungcutela losebentako lapha nocoshana nemilingo livi lankulunkulu litsini yini alivakali lapho ngobe emakhrestu agcugcutela jesui
468,-1,yiniyanga lena hhayi umbholofidi
469,-1,yemadoda illuminatisekuphengulwana ekhatsi ekanjenanantfweni kepha ke ningayieki jesu usekhona hhayi sikimu sekwakha imali sabo majori vi
470,0,yena zweli
471,-1,uyati letibongo atifani nje manije lelesenikucala kukhona laniyakhona
472,-1,uyagula zweli
473,-1,fuseki
474,-1,kudzala wasitsengisa boeti anginandzaba nawe usilima nje yebo kushisa kushisa vele ungumtsengisi
475,-1,khipha letimfihlo
476,-1,usilima semfana mfana
477,-1,nguwe losiphazamisako unenkinga mfana leave magawgawu alone andi concentrate oni youri pudemo
478,0,icalwe nguwe
479,-1,yekela magawugawu unake tindzaba takho kadze sakubona mfana kutsi unenkinga
480,-1,mfana uyahlanya
481,-1,unenkinga uyati
482,-1,tfola imali utsenge litinyo vale lovovovo liphipha wesishewuyo hhele
483,-1,haibo mfundisi lapha siya dlalwa kuphela stru
484,-1,uyahlanya enhoko wena asikaphatfwa nguwe lana
485,-1,fokofo wena
486,-1,nguwe lobulele umzabalazo
487,-1,wena suka awusiyekele uyasenyanyisa suka mina sengidziniwe nguwe
488,-1,uyagula mbamba noti respecti struggle wanti entire nationi worshipi uhlala ukhuluma lana tindzaba temzabalazo utsi nalabasebenta ka wateri batsite theyi wanti helpi emzabalazweni kanjenana nitosebentisa emaphhayiphi emaniti pushi struggle uyasenyanyisa nje
489,-1,uyagula zweli
490,-1,uyanya ngani nawe watsi akosiwe eveni
491,-1,khuluma sesi licinikanjenana limcoka abashidabane
492,-1,ngicela simcoleleni zulu baka ngwane ngiyacela imatima lemphilo emaswati awasitani nangemalangeni lalishumi nawusebuhlungwini kepha bafuna demosiracyi bacedza imali kubo xchange nakuma pizza emaswati akatimiseli ngiyanitjela mine nagawuzela ngiyambongela kubaleka ayiephesheya kwetilwandle futsi noma angasebenta emafenini kulungile alandze umndeni wakhe bahambe lamahlatsini lekutsiwa live
493,0,kube sekudlanga bo majori vi wasuke watsi utamnika lo ki lamtsebisa wamivala
494,1,yenta siciniseko sekutsi ululophephile mayie ukhatsatekile ngetimphile tetfu
495,-1,licili langocobo kute lesingakubonga kuwe safa lapho
496,0,ngyakuva mine cece lokwenta kutsi ngingakuva kahle kutsi uvumela nangu lofuna bukhosi bakubo yena akafuni khululeko ulwela bukhosi
497,-1,singemaswati sicela ningamtsatsi lomuntfu nani akasiye muntfu longametsemba
498,1,siyabonga sisi lawo mavi ebuhlakaniphi
499,-1,uyanya jezebeli
500,-1,uluhlanya ngani bogawzela bebasho kanjena buti bowuphiphita nyalo kanjenanawuyavuma mxmi nanuhlanya nanu
501,1,ngiyabonga mine sisi umanije ukhuluma licinikanjenana ntimanidze mvelinchanti utakuvikela kulabosathane
502,0,khuluma lamtimanidze
503,1,yebo sisi uyalikhuluma locinisa inkinga lo mhlonishwa usho kutsandza tinkhundla ngeku nyatsela emaswati bangangena lapha bangenela kusebentela mswati hhayi lamaswati kudvute mbili asisasito tihlali telive letfu kubuhlungu sihlupheke sibancane kangaka yi taiwa yihlomisa mswati ngetikhali tekubulala lamaswati washo gawuzela kutsi ungamanie usale wedwa cina cece cina mbokodo
504,1,resti ini peace smalli unkulunkulu abhandishe bonkhe labatsintsekile
505,1,siyakhala siyamunyacha syagedla ukhona
506,1,awu madoda akasekho usmolisi mayi hisi kanjena uli
507,1,ulale ngoxolo ndoda yamadoda
508,1,alale ngokuthula ubabefo phela indlela yethu kanjenananke unkulunkulu aqinise umndeni wakhe nabobonke abakanjenanandelene nayie kwabuhlungu
509,0,smallsi isi morehawu bafowethu kanti uhlaba unjani
510,0,hamba chawe ngeke sitsini batsatse siyagedla
511,1,hambe kahle smallz
512,0,akanikwa litfuba gedlembane emngcwabeni quotsiyakhala siyamunyaquoti
513,0,utsi slwane ume njani nexti weki ngfuna kujika la
514,-1,uyayibulala
515,1,kwentiwa yini kutsi ibeyinihle kakanjenana
516,0,ibilile yaphindze yaphola
517,1,batsi lokumcokwa kubuya bhuti
518,0,nawe smallz ubova ukhipha lesigcoko phela
519,1,uhlobe kakhulu umsebenti bhuti ngifisa shengatsi uyicedze le ividiyo ungakasho kustsi subscribe ngobe babukeli incumbi banake nanokwenteka lamvakwakho asewente lencane ividiyo lekhumbuta bantfu kutsi ba subscribe
520,-1,nani kubukwa mine lamgwaceni
521,0,silwane temperature njani
522,-1,hehehe kute sifuba lokwasilwane aketsi ngamane umunye logasolina
523,1,ungaphindzi umboleke uyibulele imoto uyavuma nekutsi ibilile bafwethu imnandzi lentfo yenu chubekani njalo
524,-1,ishishimba nami ishaya lamatje ishaya lamatje sibindzi sekufuna kuyibona futsi
525,-1,nani slwane asekatsi ngingcundze ligede yinitfo lencane leyo
526,0,slwane wayimosha kangaka pho ngeva kubhlungu lakimi
527,0,ngayika lo si
528,0,siswati sakitsi yenabakitsi
529,0,yewena sibindzi lanakanjenana wekufuna kuya enelsptruit
530,-1,tfola lomfana labatsi nguwandile atokusita ushayie lomuntfu
531,1,ngiliswati lelitichenyako ngbuve balo
532,-1,uyibulele lemoto ungaphindze umboleke
533,1,ngenhlonipho
534,0,yabona nababtfwana naba
535,0,guysi kuzothiwa syahlanya ilokuhleka
536,-1,ngihleka kangiyekeli wentani wena ufuna kumisela gogo ngenhlitiyo gogo usile sewufuna kubanjwe smallz manije
537,0,wentiwani lomuntfu lomdzala
538,0,asambe wena mani siyahamba sikhatsi
539,1,yo ngate ngafa kuhleka sekuhuhlungu isisu madoda kodwa muhle umsebenti wenu
540,-1,wena udlala ngagogo
541,-1,ugangelani ngagogo
542,-1,gwa yenine mani ngahleka ngate ngakhala
543,-1,nagogo nayie angatfola skhatsi unayio lenhlase yebu tkanjenanatsi
544,-1,utawu culekisa logogo mani
545,1,ngahleka ngaze ngatitfundzela gogo sentani kepha
546,1,ja nehi ngaze ngahleka nani
547,-1,ayi mani yati kutophela lamalana lamashumi lamabili nakunye savile nguwe lomuntfu
548,-1,ngunangu umfana nangu ngibatse ngiyamtjela kutsi angiletsele libhakede ngitotikhulula layinidlini gogo
549,-1,kahle kahle loku ngiko konkhe lebakadze ngidzinga kukubona lamuhla nanisizi nanu lwangempela smallz ucishe watonela lomuntfu lomdzala
550,0,titfo takho babe
551,-1,gogo ukhuluma ngatsi igcwele mbamba lengungu na smallz ungikhumbuta labafana bema ngangawane lebebadzelela kakhulu umusa wa babe ibu
552,1,yiba nesibindzi smallz ungesabi
553,1,siyabonga mndeni wetfu siyanisekela sibasemsunduza
554,0,nginako lokutsi nje lamakanjenanaja afuna kutsi ungiphekeletele
555,-1,unelihaba
556,-1,yeyi wena ngeke wente gogo kanjenana
557,-1,utawubangela lomuntfu lomdzala sifo senhlitiyo
558,0,umenteni gogo wenam mtukulu
559,0,yati nine
560,1,gogo nasmallz sinikhontile madoda
561,1,unekanjenanano yatingabe gogo akaphuki yini uyahekisa bhuti ngikukhonte kasdudla chubeka kanjalo
562,0,smallz unesimo sekuba ngu mo
563,-1,ngicela ningiyekele nani
564,-1,jesu ngaze ngahleka smallz umentani logogokodwa logogo ulicili
565,1,yiba nesibindzi ngoba kusasisu loku lokungisa lena kunako loku kutsi kungitsi
566,-1,yabona gogo usuke angakakhulumi manigakatishhayi litsanga
567,1,sigicneni singulabajaulile kanjena lesikhatsi lesitawuhlala ngakanjenana ekhaya bra ngenhlonipho ngenhlonipho
568,1,ugogo usile
569,0,gwa gwa ei smallz umentani lomuntfu lomdzala yeyi nkosiyami akusimi ngunangu smallz ngibambeleni yena
570,1,ngihleka toti angiyekeli
571,0,gogo unani ebonine
572,0,gwa ngihleke kwacishe kwaphuma kwangekhatsi
573,-1,smallizi kahle kutfusa umuntfu lomdzala
574,0,smallzumentani logogobri kanjenanavele utikhululile gogo nani uyabona gogo
575,1,bantfu batsi logogo bamtsatsaphi sengihleke kwaze kwabuhlungu isisu ngibani nanowenta naloncondvo wekutsi kwentiwe lelijaha lelincane gogogo loyo mungtfu uhlabaniphe implela
576,0,lunga umentani lomuntfu lomdzala
577,0,smallz umentani logogo bakitsi bafwethu
578,1,hhayi ngalesikhatsi gogo ashuka leliphephandzaba ngubani lotikhumbula akwenta lokobrliswati mbamba
579,1,atanibamba lamakanjenanatja lengephandle brsiyabonga kusinika le ividiyo iyahlekisa
580,-1,jho smallz utwuabulala lomuntfu lomdzala
581,1,ugeza tandla
582,1,gogo hai haingihleka toti kepha lesimo sibucayi
583,0,ngibambeleni yena
584,1,sinikhontile maja
585,-1,ngeke ulibone lizulu
586,-1,nkosyami gogo cishe watonela
587,-1,kunesikhatsa sebunyama
588,-1,fuseki niyasangana nina abaniyekele
589,0,nginibukela ngisespani ngiboshelwe endlini nigcela nihlale ekhaya
590,0,nani gogo tibambe
591,0,kusasisu gogo
592,0,uyatsandza kwenta kanjena vele wena
593,-1,yi utiyekelele gogo sisu satentela
594,0,anihlali ningahlekisi madoda
595,-1,batangicosha lamsebentiniwu ngate ngahleka gogo
596,-1,hahahahayabona nani simolisi unekanjenanano
597,-1,gogo ufuna babenjwe smallz usile gogo
598,0,ngibe wekucala kubhala umuvo wami lapha
599,0,wenteni slwane gogo
600,0,awume pholo kubala tinkhukhu lapho
601,-1,gogo kanjena nashiya nalemali ngenca yekukwata nani silwane emaphoyisa atakulandza wena
602,1,ngiyabusiseka ngani guysi
603,-1,ubuyaphi wena muntfwana ekuseni kangaka yini ngatsi ubuya letjwaleni
604,1,emahlaya lamnandzi siyabonga
605,1,ngikhumule gedlembane nkosiyami ngubani langibonele yena
606,-1,khama bilat tawutega ngishaye intsenga hahaha
607,0,akayifuni imali yemlomo gogo
608,1,ngiyatsandza umasenijabula madoda
609,-1,angiyifuni imali yemlungu
610,-1,wadlisa licembu gogo
611,1,ngiyanitsandza bafowethu
612,1,kuhle loko jaha lakitsi
613,0,weze waba maniti lomuntfu lomdzala nkosiyami
614,-1,mbophe loyo uyedzelela
615,0,gogo memingwenya asesiwashwe nalesidziya
616,-1,sesishoda ngemaniti lesidziya
617,1,gogo memingwenya eishi makitsi angitikanjenanali lokucedza sikhatsi nemali yami ngibukela nine
618,0,bengingati kutsi umuntfu lonananuhlobo nano lwengati akadliwa yinigwenya
619,1,slwane utawubulala muntfu lomdzala
620,-1,mtege slwane ushayie lentsenga
621,0,gogi netingwenya
622,0,gogo washiya imali ngekuphushwa nje
623,0,yegogo ngatsi uphuma emfuleni lokucakako kwekutsi ungene njani ngelifaskoti kanye nepitikoti slwane ngiyakucela nani ungadlali ngagogo ngoba nyalo uvoma timpahla ngenca yakho kodwa ngasho kutsi yehheni nabatukutulu mayie batakugugisa nani gogo kanjena bongwane
624,-1,slwane kanjenanaze walibona izulu khona sengifile nya
625,0,make netinja
626,0,tigwenya leti
627,-1,kepha gogo badlisile
628,-1,uphefumula ngelinceba
629,-1,gogo eishi udlisa licembu
630,-1,ngiyakusaba kufa lala ngkuthula chawe lemachawe
631,0,washa madoda
632,1,sinitsandza kakhulu chubekani nisinike lamahlaya enu siyawatfokotela impela
633,-1,uyangibulala
634,0,gogo akltfoli litfuba lekukhuluma mosi ke
635,0,gogo wami
636,1,usindzile kulemphama namuhla
637,1,ngiyayitsandza indlela lnanambangayio
638,1,ngiyatifela ngawe gogo nebafana bakho
639,1,umhlaba wonkhe unani angitsi ngasho kudzala yini ompetha jikelele niyathandzwa buka uma senitsintsa smallz bekungamele utsintse gogo letakho fanele tihambe emoyeni nivotelwa kanjani
640,0,kanjenanalo ngiyasho gogo luhlobo lwakhe yati
641,0,jnanane vula ligede nasi sitokufelai
642,1,mnikeni likema lakhe naye akhulume bo ngisuka kanjena uthi africa mzansi asi stoko khetsa umayikhethela uyababona nawe baningi mani
643,0,siphi sitoko singisi bazalwane
644,0,achi siphi lesitoko
645,0,nikani gogo likema lakhe bo smallz
646,1,takhamuti tenhlitiyo yami
647,0,jnanane nkosiyami vulela lomntfwana
648,0,bongiswa
649,1,ngiyanitsandza nonkhe
650,1,sitokifela gogo maye ngiyanitsandza bonkhosi siyanibongela kunifanele impela
651,1,ngwane lomuhle
652,0,yejnanane vele ngatsi nasi sitokofela gogo ushonjalo
653,0,jnanane nagogo
654,1,kucabanga kwenu kukhaliphile
655,1,ye jnanane gogo ungentani siyanibongela madoda
656,1,siyabonga kucaphunwa gogo nebatukulu takhamiti tenhlitiyo yami
657,0,hhayi mi mani madoda eswatini
658,0,ha kani
659,1,yebantfwanautawususa lofela kusale stoko siyabonga kuyelapha lelenikwentako kungumutsi
660,0,mine madoda
661,0,kuvotwa kanjani gogo sivote
662,1,gogo nasekatsi quotsitawususa lofela kusale sitokoquotnawe smallz ubomnika phela likema lakhe lekukhuluma gogo
663,1,mani ngigcwele ngani eishi ngatsi ningawina yati mina ngiyanitsanda niyacula nani
664,1,smallz ungabokhuluma konkhe labanye bantfwana bangasatfoli nelitfuba cha umbhalele kahle lenkhulumo slwane siyakubongela ngobe kukufanele
665,1,seskhona natsi kuncono kutsi name wephute kune kutsi ungafiki nhlobo
666,1,sinitsandza nonkhe
667,0,nguslwane nanowentashengatsi ubhalale smallz lengkhulumo
668,0,sekukhuluma mine phela sinikana emakema
669,1,mine nginitsanza nonke ngugogo ngu smallz naslwanebrukwentenjani loko asewente nanokuniko mpela
670,1,nawi loshuni slwane lawbonako uma smallz ajayiva kutsi uhlobile egcekeni
671,1,ngiyayitsandza kelencenye lena
672,0,yejnanane
673,1,ngavota slwane cala ngami nanotsi utasentela kona
674,1,haha
675,-1,imilente yaslwane
676,-1,ehhe jnanane
677,0,tibanjwa ngaletikudlako
678,-1,uyadzelela gedlembane ngiyadzela quotuma manigathi ucela ngize nomnganami ofreshngzokwenzenjanquoti
679,-1,vele sewaba ngulomduva
680,1,bamntfwana bafuna kujabula kumatasatasa
681,-1,gogo hhayi kanjena natselani
682,1,nginitsandza kwekwengca badlali bami
683,1,ayi gogo uhamba embili
684,0,ayiyi gogo musakumosha tinyembeti ta smallz
685,1,ngitsandza lendlela leniveta ngayie imphilo yasemphakatsini wenu bogogo betfu baphila kanjenana
686,1,ngiyitsandza impela kelena kona nannanlabela embili
687,1,yi ividiyo yami yekucala ngca kutsi ngiyibukele ngacabanga kutsi salukati mbamba ngadiddeka impela
688,1,ngiyanitsandza madoda sengifuca emalanga kutsi nginibone
689,1,uhamba embili futsi ngiyakutsandza
690,1,ngikutfulela sigcoko
691,1,waze wacula gogo kantsi uculela emaniga uyinitsandvokati yami
692,1,gogo uyakhona kuhlabela
693,0,uyaphi wena ebusuku kangaka
694,1,lapho bengicabanga kutsi nginelilanga lelibi niyangelapha
695,0,gogo uphiwe liphimbo nami besengibona kushoniwe impela
696,-1,bantftu bacabanga kutsi gogo msikati
697,-1,nginele kuyibona lemoto yasemoshali ngathi lena yokulanda dumazile
698,1,hlabelela kamnandzi gogo
699,-1,talukati vele tiyatitsandza tindzaba ngekubona nje imoto yase dupsi
700,0,livi lagogo
701,1,eyi nganambitsa kakhulu ufakeni yena nangu
702,-1,facata phela bakitsi
703,0,gogo ayi niyisiyeta lento yenu
704,1,ngake ngalibukele ividiyo kulesikhatsi lesengcile cha umona phasi gogo unelivi lelihle uma ungangikholwa chubeka ubukeli ema ividiyo akhe utativela utotsi ngakutjela
705,1,cha kulena ngiyanivuma nkosiyami yo chubekani kangako madoda
706,1,labobhuti laba bodchwephesha ngiposa lutsandvo lusuka emsunduza
707,1,mine nje ngiyatitsandzela le ividiyo muhle umsebenti bobhuti
708,-1,mine ngitfuswa kutsi batsi gogo uyinija kusho smallz
709,1,ngaze ngamthandza logogo
710,1,gogo ungikhumbuta gogo wami lotala babe
711,-1,bindza la emlonyeni ulalele lona losibitile
712,0,gogo uyachaza
713,0,inja ayiyilumi lenye
714,0,nkosiyami uyabo
715,1,hho slwane quotlemoto ifana lelivi lasimakadze ayiweli phansi ingakafezi umsebentiquotayi cha nikhona
716,1,gogo ngichazwa livi ynani
717,-1,yazi labafana banenkinga emakhanda laba
718,-1,eyi nganambitha kakhu ufakeni yena nangu
719,1,gogo waze wacula kamnandzi manie lelihlazo lekukhala mahhala
720,1,gogo cha uyahlekisa bantu nani
721,-1,ynani ynani gogo nani utonatsa nepoikanjenanani kutsandza kunatsa
722,0,inja ayilumi lenye
723,-1,nganambitsa kakhulu mani ufakeni yena nangu
724,0,leliculo langikhumbuza mkhulu wami
725,1,buti like thisi massage quotiyaphi imoto yemsebenti ekhaya
726,1,yabona gogo salute
727,1,slwane gogo smallz hhayi natfolana kumnandzi bafethu
728,1,naloke lami ayiyi ufake ini lana uhamba embili
729,0,yi futsi cha uyabona sikhona nasalukati nasi
730,1,slwane kwamiele ucolise ku ngane ngane
731,1,niyalwenta lusuku lwami bafowethu nichubeke njalo yehhenini gogo smallz nosilwanyana
732,0,awu nkhosiyami
733,1,ave ningichaza niyati
734,1,ngiyakutsandza yegogo
735,1,nigtfokotile kubona bogogo naslwane egablesi slwane utsite kimi quotnginatsani ngabindzisa kakanjenanaquoti
736,-1,cha gogo uyatati tindzaba akafuni kukanjenanalwa
737,1,muhle umsebenti bafana gogo uhamba embili ungikhumbuta bogogo bangempela angiphuthelwa ama epikanjenanadesi wenu chubekani nibambe yona
738,1,bengisengkhala nithula kakhulu mani smallz kani nimnandzi ebonine nathi sinanasi sabhimbhindvwane
739,1,yemake livi lagogo
740,-1,hhayi ngatsi nisidojile yini lelenatfwe ngugogo phela ngoba nimujubile
741,-1,nani gogo suze unatse umvusankunzi
742,0,gogo bo
743,-1,gogo akakasho namuhla kutsi yehhenini webantu
744,0,gogo uyayenta lowu
745,-1,ayi gogo ngiyokubona nje imoto yasemoshali
746,-1,gogo nkosiyami lihlazo lekungena ngengoma
747,-1,ludlame lwagogo
748,1,yahi nehi ugogo ate ahlabele kamnandzi uyangibusisa logogo bo
749,0,gogo wakhuliswa ngugogo yini utati tonke tindlela tabogogo
750,-1,manje slwane kanjenanalo uyatentisa
751,1,ngiyamtsandza gogo uneliphimbi lelimnadzi
752,-1,gogo kanjenananatse umvusankunzi
753,-1,ugogo kanjenanagcogce nemali yomnikelo kusmallz
754,1,ayi sesivile
755,0,yesmallz nimshiyelani gogo manije
756,1,gogo kanye nemtukulu wakhe cha nihamba embili
757,-1,yasuka kugogo naslwane mshiye gogo nalemoto yakhe yekulayisha timoto letifile
758,-1,unenkinga yagogo slwane yo gogo gogo
759,-1,slwane utsenge imoto yekulayisha timoto letifile
760,1,gogo kanye
761,1,slwane unayie gogo nanu
762,1,lona uhamba embili cha angikakakuboni kuta keloko
763,1,tjo gogo gogo jesu kumnandzi emhlabeni
764,-1,bakutsatsaphi nje
765,-1,gogo nebakitsi iphi lemoto yekulayisha timoto letifile
766,1,unagogo lnanlukile slwane
767,0,iphi breakdowni slwane cha ukhona gogo
768,-1,bonkhe bogogo banjena noma ngulowaslwane nje
769,0,ungentani nje gogo
770,-1,awu yahamba inkhinsela madoda
771,-1,awuna ngcondvo wena
772,1,bekulicembu lelihamba lelihle leli
773,1,viva gedlembane
774,1,jesu gedlembane wentani usibusikanjenana ynani mirenda wacishe walahlekelwa nguye
775,1,kuhle kwendlula konkhe lokwake kwaba khona
776,0,hhayi cha
777,-1,emhlabeni kuyanyiwa
778,1,nani gedlembane waphiwa lithalente
779,1,ngiyamthandza gedlembane uyeva ngihlala njalo ngibukela umsebenti wakhe
781,1,yho uyangichaza gedlembane shame
782,1,lamajaha kwamiele ateme tuchwephesha lobungetulu kulomsindvo nale ividiyo kute batewufeza emaphupho abo kona hhayi cha sebahambile ngelizinga
783,-1,slwane unemaniga kakhulu
784,-1,nani ahamba abe yimphacambili
785,1,gwa
786,-1,kuyanyiwa
787,1,umdlalo wakho siyagedla bewumuhle ethabankulu
788,-1,ngivele ngifi lapha nasekatsi nembala
789,1,cha ngiyakuvuma gedlembane na mirenda wakho lokunika intsambo
790,-1,nani ayi lendvodza iyangicedza
791,-1,nani kwenteka kimi ngoba ngistjupedi
792,1,ngingatfokota kubona mirenda
793,0,mirenda utangikhumbula
794,-1,awu smallz kanjenanawuyashaya asu slwane
795,-1,ayi leya dicotyledoni iyangcedza yena smallz asekavuma suka mani
796,0,madoda ngifuna kutobuka imicimbi yenu cela nite nangalapha esa ngiyacela
797,-1,utsi quotningasangifaki lentsamo ayisaluleki kahlequoti ayi cha
798,1,awu mirenda brniyayati intfo leniyentako madoda
799,0,mina sengfuna kubona mirenda nani
800,-1,mirenda uphatsisa gedlembane ngenhloko yati sicela mirenda avele la atikhulumele nanu kutsi wentiwayini lomntfwana afane naslwane
801,-1,ngikudzabulela nkosiyami
802,1,hahaha ayi cha kanjenanankhe sikhatsi nangifua kucedza kucindzeteleka lokubangwa tincwadzingvele ngibukele smallz slwane na gedlembaneayi cha siyatfutfuka bafetfungihleke icala le ividiyo yate yayiophela
803,-1,slwane uyatsanda kwenta labanye tilibali ngalesi silungu sakhe se isayensi mirende yeka kudlala ngagedlenmbanebrbrbrbri semanie po boxi emhlabeni kuyanyiwa
804,-1,ayi myekeni agoduke vele emhlabeni po boxi kuyanyiwa
805,1,isayensi itsini
806,-1,wnani mufake kani
807,-1,nani kudlaliwe ngagedlembane la
808,-1,quotye mesiyai ngiyacolisa lekuta ngingakakbhazquotquotamanitiquoti slwane mfe awusiko kahle yati ayiyi kuyaguleka la kudzingakala sibhedlela sangempela
809,0,phayiloni
810,0,smallz caphela nga maphindi ku slwane
811,-1,nate nadlala ngelicinikanjenana
812,-1,ya gedlembane vele lomirenda uyenyanywa sicela kumbona kemanje
813,-1,angisakhoni kuhlala nginganibuikeli sekungatsi nitidzakamiva tami angikhoni kulala ngingakaniboni
814,-1,emhlabeni po boxi kuyanyiwa mirenda mayie utangkhumbula guysi slwane
815,0,gedlembane ngiyakhanya nje minebrsmallz mhlawumbi ufaki imaskhi
816,-1,yabona slwane uvele ashayie le isayensi yakhe akhulume singisi asangane smallz avume konkhe atsembe gedlembane
817,-1,manigingekho tiyamakulana
818,-1,utsingewami lomntfwana lo mntfwana uyakhanya ngiyakhanya mina
819,1,emanti emanti wena siyagedla ulibhoza
820,0,ngingakutsiengela ngisho nasiphi sitolo leslousyngitsenga nje epicknpayi
821,-1,smallz ngicela lelinki yamjingi yadliwa inhlitiyo
822,0,ngiyacolisa kuta ungakanga kutsitsi emoyeni
823,-1,impela kuyanyiwa emhlabeni bantfwa bamake
824,0,ngubani losalako
825,-1,yabo ngimuve kahle gedli nakabuta kutsi pho leni ungasho satsenga tjwala
826,0,lenkhulumo yakho mani smallz
827,0,ngiphusha ngayio phela
828,-1,gogo utsandza imali
829,-1,gogo kanjenanafuna nekumulayida ngemlilo mnikeleni ngetinja bevele ngishito kutsi angikufuni
831,1,gogo uyayitsandza imali
832,0,hhayi cha lokwabonwa yimali
833,-1,vele umokhele gogo ngemlilo lomkhulu avutse uyakudzelela uyati
834,0,zange ngihleke kanjenana nani
835,-1,gogo imali kanjenanalomoni amaniga vele bewungeke wakhe lowomuti
836,-1,sengifile luhleko
837,-1,ungasikhulumi singisi wena mfana
838,-1,ye smolisi ngtakbahlata mine gogo wentelani lokuphele kushayelana kanjena lomoni kanjenanalomonthe wayi gogo
839,0,indlela gogo lambuka ngayio smallz naseka khuluma isingisi
840,0,yashintji inkhulumo
841,-1,kanjenanalomoni bakwale ngtao tonkhe tindlela
842,1,ividiyo lehamba embili mhlaba wonkhe jikelele ngiyabonga futsi ngitsandza kwendlulisa lutsandvo lwami lenginalo ngani
843,1,ayi wangakhela busuku bami gogo abengasamfuni mkhulu ngenca yemali kanjenanasithandwa sakho futsi
844,1,sengibkele angisakhoni kuyekela ngichazwa ngulendlela lashinja ngayio gogo uma abita kanjenanalomoni ilotto nkutsiengisa ticephu maolintji tinkhukhu mahewu makotapeni silwane ufute mkhulu ngebucili ngayabamba mkami
845,-1,logogo akacushwa emaliniuze atfuke
846,0,yebonine nimuvile yini lo
847,-1,kanjenanalomoni udlale ngemizwa yagogo ngobe ati kutsi gogo utsandza imali
848,-1,uwine malini kanjenanalomoni tkanjenanatsi welikhehla yinigako gogo sengasakufuna
849,1,ave ningibusisa ngiyanilandzela ninelithalente bandla
850,0,gogo nami
851,1,ngumkhulu wakho lona landza sigiciemalini gogo
852,0,cha cha gogo nangu lomuntfu
853,0,kanjenanalomoni yo guysi
854,0,ubambe malini
855,0,hahaha ayi cha kanjenanankhe sikhatsi nangifua kucedza kucindzeteleka lokubangwa tincwadzingvele ngibukele smallz slwane na gedlembaneayi cha siyatfutfuka bafetfungihleke icala le ividiyo yate yayiophela
856,0,kwentiwa yini mkhulu singamuboni ekucaleni
857,0,yinigakhi lemali
858,-1,letimphama
859,0,kanjenanalomoni
860,1,gogo uhamba embili
861,1,gogo ufuna imali kumkhulu ngiyanikhumbula madoda kanye nagedlembane ukuphi manije yena
862,-1,cishe taphela tinkhukhu tagogo ngelotto lengekho
863,0,yewena kanjena lomona
864,-1,lomkhulu emaniga
865,0,yinigakhi lemali ngumalini
866,-1,ngitokubahlata mine
867,-1,gogo kodwauyinija
868,0,uyabo gogo ula
869,0,kanjenanalomoni
870,-1,yeyi kanjenanalomoni
871,-1,angisuye phela mine umfati wakho yewena babe wena ngafa kutfunywa nguwe
872,0,ngobe kanjenanabambe ilotto
873,-1,azange sengihleke kanjena nangihleke ngaze ngasuta ayi nilakhile lisuku lami jinsusi kwasho ema shhayina afuna kutsi jesusekubabe litfumbu
874,-1,niyangibhubhisa ngensini
875,-1,kanjenanalomoni ngatsi utele kutodlala ngagogo nje
876,-1,imphela nitangitfolela lomunye umsebenti ngoba umlungu wami utangicosha lokuhleka sengihluleka nekutibamba
877,-1,cha kanjenanalomoni uhlangene netigebengu
878,-1,ngabe nginemetjikanjenana ngabe ngiyamklwebha ngimnikele ngetinja
879,1,kanjenanalomoni brgogo awu uyawubusisa umphefumulo wami ngiva kuyanongotela
880,-1,mkhulule lukhalo yakho ayisiyo yamaniyovu sthandwasami gogo yima ngabomaniyovu ngiminawe muntfu ngatsi utoguga afane nagogo
