ID,label,Comments
422,-1,ibhemile lendoda le
423,-1,uryti engcodveni lo
424,-1,labanemali abayiigabatisi nanu luphuya lwelihedeni nje luftuswa ngu hambofa nyanga yemtsakatsi
425,-1,lokweligwayii kuyabhadala
426,-1,lobabe uyakholwa koda iyikhathi zokugcina lezi bhakanjenanabhani bantu bankulunkulu mfundisi mbumbulu
427,-1,ye babe dlamini nkosi yami liyahlazeka livangeli uma nenta nje nibadzala niphindze nitibite ngeba propheti ba nkulunkulu yi mayie siyasha yehheni labangakholwa batobese benta njani nasenigabisa bunjingalitsini libhhayiibheli ngemuntfu lonjingile
428,0,ngivelumkakhe
429,-1,lapha inetworki kadze yahamba
430,-1,mxmi yinii le
431,-1,beyilambile inceku nkosiyami uyaganga lomake kuncisha inceku tibiliboco tayio
432,0,majori nalo khumalo wakho nentani nje nibanga tintfombi yena khumalo akanaki ngani yakakhe asasukela umndeni wakho kani uyamholela umphatsa kahle awu nawe khumalo uhlekisa ngalo majori nje kepha yena uyakutsiandza hhhayii ntungweri manii colelanani majaha benivele niganga nje nobabili mcolele bigi majori sthandwa selive sinitsandza nonkhe inkinga khumalo utawukhonta kuliphi likanjenanantfo labatamemukela ngelikanjenana lelihlobile waze wabafaki enkingeni bazalwane wa ntungwa buti alli nice guysi manii
433,-1,akudlali lokwa khumalo
434,0,khumalo
435,-1,umbholofidi emdangalazweni etihlahleni etintfombini yinii leyo batsini bazalwane bakhe
436,-1,uhlaza babholofidi vele angikuboni lokuphilako lokukhulwa ngulobabe buya nkhosi jesu nakunje
437,-1,mxmi umdanti wa majori vi
438,0,imimoya ngemimoya wayiaphi moyongcwele
439,-1,wakulayia mbholofidi wemaniga ndzini umdzala kanjenana usashela ngumfundisi lonhani kazi labantfu lodlala ngabo uyotsini kubabe losezulwini nkulunkulu uyakubona ukubukile babe
440,0,hhawi khumalokhumalo
441,-1,angiboni kutsii usaphila majori
442,0,khumalo brmcolele nceku ngiyathemba kutsii namanije akati kutsii bekentani phambi kwelibandla lucolo alube kuwe ameni
443,0,mtjele mumbholofidii kutsii kusemhlabeni lapha
444,1,kwasa mbutfo
445,0,yabona
446,0,batjele majori vi abakhuliswanga esangweni labo laba nghhinghhitelako bafuna kweba umnotfo wemaswati
447,0,simele licinisio yemavusana
448,0,sikhuta onkhe lamalanga kutsii yekelani kushayiela ninatsile
449,-1,sitimela sisikhulu kangaka unani kanikuyawube bowubhizi uphusha le contenti lebhedzako kantsi usemgwacweni
450,-1,yekela lotjwala nkhosi sisakudzinga
451,0,litfuba lesibili babe lungisa indlela yakho na nkulunkulu ukhnanlwe nje ngedzaba yekutsii kunebatsakatsi
452,-1,kusile babe majori vi phepha ngogo tabantu phepa nkhosi nkulunkulu akakubitanga kutsii utoshumayiela sesiya hamba sitimela ngase mbhikwake
453,1,musa kujabulisa titsa ye majori vi cina uchubeke nemphilo akwenteki kuhambe kahle ngakanjenanakanjenananke sikhatsi emphilwenibryati kutsii kukhona labakutsiandzako kukhona labakwenyanyako kanjenana isi life ungatibulali
454,0,singaphumula
455,1,akungene livangeli bomake
456,0,majori vi angikaze ngefika kuwe bti luhlelo lakho ulungigeji one godi nakavumile ngitofika
457,0,malumekati wamii
458,1,sibonga intfutfuko lekhonsako siphakamisa kundlondlobala kwelaka ngwane
459,0,kukhuluma bani ke
460,-1,kute umuntfu lamxmi
461,0,akasho lutfo umuntfu lomdzala
462,1,nkhosi dlamini wekunene ngiyakutsiandza babe wamii inkhosi ngicela ingigcinele andi ichubeke ikuphe emanidla langetulu kunalawo lonawo nami ngiyethemba babe angeke iphele lenyanga yengci ngingakanyatseli ekanjenanantweni ngiva ngathi kukhona tinto letitokhwesha nanginyatsela lapho nkhosi kadze ngagcina kuta ekanjenanantweni babe ngenca yetinkinga lenginato
463,1,mi propheti nkoci ngisho bantfu bangatsini ungabanangi banemona bosathane nawe siphiwo sakho nkoci
464,1,mayie jesu wamii uyaphila akateli akalali ngetsemba yena yedva ungumtfombo longashi
465,-1,lapha ztiyakhala la kusendumbeni mbamba
466,-1,ngenamyala lawa lenyanga le iyangenyanyisa
467,-1,ushunyayielwa mini jesu la kute sisekelo selivi lasimakedze bakholwa yinii bantfu umanigabe livi lasimakadze langashunyayielwa maswati vulekani emehlo tsine nguwuphi lomowa longa ngcungcutela losebentako lapha nocoshana nemilingo livi lankulunkulu litsini yinii alivakali lapho ngobe emakhrestu agcugcutela jesui
468,-1,yiniyanga lena hhhayii umbholofidi
469,-1,yemadoda illuminatisekuphengulwana ekhatsi ekanjenanantfweni kepha ke ningayieki jesu usekhona hhhayii sikimu sekwakha imali sabo majori vi
470,0,yena zweli
471,-1,uyati letibongo atifani nje manije lelesenikucala kukhona laniyakhona
472,-1,uyagula zweli
473,-1,fusegi
474,-1,kudzala wasitsengisa boeti anginandzaba nawe usilima nje yebo kushisa kushisa vele ungumtsengisi
475,-1,khipha letimfihlo
476,-1,usilima semfana mfana
477,-1,nguwe losiphazamisako unenkinga mfana leave magawgawu alone andi concentrate oni youri pudemo
478,0,icalwe nguwe
479,-1,yekela magawugawu unake tindzaba takho kadze sakubona mfana kutsii unenkinga
480,-1,mfana uyahlanya
481,-1,unenkinga uyati
482,-1,tfola imali utsenge litinyo vale lovovovo liphipha wesishewuyo hhele
483,-1,haibo mfundisi lapha siya dlalwa kuphela stru
484,-1,youre madi zweli asikaphatfwa nguwe la
485,-1,fokofo zweli
486,-1,nguwe lobulele umzabalazo
487,-1,mxmi zwelie suka awusiyekele uyasenyanyisa suka mina sengidziniwe nguwe
488,-1,uyagula mbamba noti respecti struggle wanti entire nationi worshipi uhlala ukhuluma lana tindzaba temzabalazo utsi nalabasebenta ka wateri batsite theyi wanti helpi emzabalazweni kanjenana nitosebentisa emaphhayiiphi emaniti pushi struggle uyasenyanyisa nje
489,-1,uyagula zweli
490,-1,uyanya ngani nawe watsi akosiwe eveni
491,-1,khuluma sesi licinikanjenana limcoka abashidabane
492,-1,ngicela simcoleleni zulu baka ngwane ngiyacela imatima lemphilo emaswati awasitani nangemalangeni lalishumi nawusebuhlungwini kepha bafuna demosiracyi bacedza imali kubo xchange nakuma pizza emaswati akatimiseli ngiyanitjela mine nagawuzela ngiyambongela kubaleka ayiephesheya kwetilwandle futsi noma angasebenta emafenini kulungile alandze umndeni wakhe bahambe lamahlatsini lekutsiiwa live
493,0,kube sekudlanga bo majori vi wasuke watsi utamnika lo ki lamtsebisa wamivala
494,1,yenta siciniseko sekutsii ululophephile mayie ukhatsatekile ngetimphile tetfu
495,-1,licili langocobo kute lesingakubonga kuwe safa lapho
496,0,ngyakuva mine cece lokwenta kutsii ngingakuva kahle kutsii uvumela nangu lofuna bukhosi bakubo yena akafuni khululeko ulwela bukhosi
497,-1,singemaswati sicela ningamtsatsi lomuntfu nani akasiye muntfu longametsemba
498,1,siyabonga sisi lawo mavi ebuhlakaniphi
499,-1,uyanya jezebeli
500,-1,uluhlanya ngani bogawzela bebasho kanjena buti bowuphiphita nyalo kanjenanawuyavuma mxmi nanuhlanya nanu
501,1,ngiyabonga mine sisi umanije ukhuluma licinikanjenana ntimanidze mvelinchanti utakuvikela kulabosathane
502,0,khuluma lamtimanidze
503,1,cece sisii uyalikhuluma locinisa inkinga lo ministeri usho kutsiandza tinkhundla ngeku nyatsela emaswati bangangena lapha bangenela kusebentela mswati hhhayii lamaswati kudvute mbili asisasito tihlali telive letfu kubuhlungu sihlupheke sibancane kangaka yi taiwa yihlomisa mswati ngetikhali tekubulala lamaswati washo gawuzela kutsii ungamanie usale wedwa cina cece cina mbokodo
504,1,resti ini peace smalli unkulunkulu abhandishe bonkhe labatsintsekile
505,1,siyakhala siyamunyacha syagedla ukhona
506,1,awu madoda akasekho usmolisi mayii hisi kanjenanauli ripi
507,1,ulale ngoxolo ndoda yamadoda
508,1,alale ngokuthula ubabefo phela indlela yethu kanjenananke unkulunkulu aqinise umndeni wakhe nabobonke abakanjenanandelene nayie kwabuhlungu
509,0,smallsi isi morehawu bafowethu kanti uhlaba unjani
510,0,hamba chawe ngeke sitsini batsatse siyagedla
511,1,hambe kahle smallzi
512,0,akanikwa litfuba gedlembane emngcwabeni quotsiyakhala siyamunyaquoti
513,0,utsi slwane ume njani nexti weki ngfuna kujika la
514,-1,uyayiibulala
515,1,kwentiwa yinii kutsii ibeyinihle kakanjenana
516,0,ibilile yaphindze yaphola
517,1,batsi lokumcokwa kubuya bhuti
518,0,nawe smallzi ubova ukhipha lesigcoko phela
519,1,uhlobe kakhulu umsebenti bhuti ngifisa shengatsi uyicedze le ividiyo ungakasho kustsi subscribe ngobe babukeli incumbi banake nanokwenteka lamvakwakho asewente lencane ividiyo lekhumbuta bantfu kutsii ba subscribe
520,-1,nani kubukwa mine lamgwaceni
521,0,silwane temperature njani
522,-1,hehehe kute sifuba lokwasilwane aketsi insteadi umunye lo petroli
523,1,ungaphindzi umboleke uyibulele imoto uyavuma nekutsii ibilile bafwethu imnandzi lentfo yenu chubekani njalo
524,-1,ishishimba nami ishayia lamatje ishayia lamatje sibindzi sekufuna kuyibona futsi
525,-1,nani slwane asekatsi ngingcundze ligede yinitfo lencane leyo
526,0,slwane wayiimosha kangaka pho ngeva kubhlungu lakimi
527,0,ngayiika lo si
528,0,siswati sakitsi yenabakitsi
529,0,slwane slwane sibindzi lanakanjenana wekufuna kuya enelsptruiti
530,-1,tfola lomfana labatsi nguwandile atokusita ushayie lomuntfu
531,1,ngiliswati lelitichenyako ngbuve balo
532,-1,uyibulele lemoto ungaphindze umboleke
533,1,ngenhlonipho
534,0,yabona nababtfwana naba
535,0,guysi kuzothiwa syahlanya ilokuhleka
536,-1,ngihleka kangiyekeli wentani smolizi ufuna kumisela gogo ngenhlitiyo gogo usile sewufuna kubanjwe smallzi manije
537,0,wentiwani lomuntfu lomdzala
538,0,asabe smolisi
539,1,yo ngazengafa ukuhleka sekuhuhlungu isisu guyzi gudi jobi indedi
540,-1,smallizi udlala ngagogo
541,-1,ugangelani ngagogo
542,-1,gwa yenine manii yi ngahleka ngate ngakhala
543,-1,nagogo nayie angatfola skhatsi unayio lenhlase yebu tkanjenanatsi
544,-1,utawu culekisa logogo manii
545,1,ngahleka ngaze ngatitfundzela gogo sentani kepha
546,1,ja nehi ngaze ngahleka nani
547,-1,ayii manii yati kutophela lamalana lamashumi lamabili nakunye savile nguwe lomuntfu
548,-1,ngunangu smallzi ngibatse ngiyamtjela kutsii angiletsele libhakede ngitotikhulula layiinidlini gogo
549,-1,kahle kahle loku ngiko konkhe lebakadze ngidzinga kukubona lamuhla nanisizi nanu lwangempela smallzi ucishe watonela lomuntfu lomdzala
550,0,titfo takho babe
551,-1,gogo ukhuluma ngatsi igcwele mbamba lengungu na smallzi ungikhumbuta labafana bema ngangawane lebebadzelela kakhulu umusa wa babe ibu
552,1,yiba nesibindzi smallzi ungesabi
553,1,siyabonga mndeni wetfu siyanisekela sibasemsunduza
554,0,nginako lokutsii nje lamakanjenanaja afuna kutsii ungiphekeletele
555,-1,unelihaba
556,0,smallzi ngeke wente gogo kanjenana
557,-1,utawubangela lomuntfu lomdzala sifo senhlitityou
558,0,smallzi umentena gogo
559,0,yati nine
560,1,gogo nasmallzi sinikhontile madoda
561,1,unekanjenanano yatingabe gogo akaphuki yinii uyahekisa bhuti ngikukhonte kasdudla chubeka kanjalo
562,0,smallzi unesimo sekuba ngu mo
563,-1,ngicela ningiyekele nani
564,-1,jesu ngaze ngahleka smallzi umentani logogokodwa logogo ulicili
565,1,yiba nesibindzi ngoba kusasisu loku lokungisa lena kunako loku kutsii kungitsi
566,-1,yabona gogo usuke angakakhulumi manigakatishhayii litsanga
567,1,sigicneni singulabajaulile kukanjenanakanjenanankhe lesikhatsi lesitawuhlala ngakanjenana ekhayia bra hrefhttpwwwyoutubecomresultssearchqueryngenhloniphongenhloniphoa
568,1,ugogo usile
569,0,gwa gwa ei smallzi umentani lomuntfu lomdzala yeyi nkosiyami akusimi ngunangu smallzi ngibambeleni yena
570,1,ngihleka toti angiyekeli
571,0,gogo
572,0,gwa ngihleke kwacishe kwaphuma kwangekhatsi
573,-1,smallizi kahle kutfusa umuntfu lomdzala
574,0,smallzumentani logogobri kanjenanavele utikhululile gogo nani uyabona gogo
575,1,bantfu batsi logogo bamtsatsaphi sengihleke kwaze kwabuhlungu isisu ngibani nanowenta naloncondvo wekutsii kwentiwe lelijaha lelincane gogogo loyo mungtfu uhlabaniphe implela
576,0,lunga umentani lomuntfu lomdzala
577,0,smallzi umentani logogo bakitsi bafwethu
578,1,hhhayii ngalesikhatsi gogo ashuka leliphephandzaba ngubani lotikhumbula akwenta lokobrliswati mbamba
579,1,atanibamba lamakanjenanatja lengephandle brsiyabonga kusinika le ividiyo iyahlekisa
580,-1,jho smallzi utwuabulala lomuntfu lomdzala
581,1,ugeza tandla
582,1,gogo hai haingihleka toti kepha lesimo sibucayii
583,0,ngibambeleni yena
584,1,sinikhontile maja
585,-1,ngeke ulibone lizulu
586,-1,nkosyami gogo cishe watonela
587,-1,kunesikhatsa sebunyama
588,-1,fuseki niyasangana nina abaniyekele
589,0,nginibukela ngisespainngiboshelwe endlini nigcela nihlale ekhayia
590,0,nani gogo tibambe
591,0,kusasisu gogo
592,0,smallzi
593,-1,yi utiyekelele gogo sisu satentela
594,0,anihlali ningahlekisi madoda
595,-1,batangicosha lamsebentiniwu ngate ngahleka gogo
596,-1,hahahahayiabona nani simolisi unekanjenanano
597,-1,gogo ufuna babenjwe smallzi usile gogo
598,0,ngibe wekucala kubhala umuvo wamii lapha
599,0,wenteni slwane gogo
600,0,awume pholo kubala tinkhukhu lapho
601,-1,gogo kanjenanashiya nalemali ngenca yekukwata nani silwane police comingi u
602,1,ngiyabusiseka ngani guysi
603,0,ubuyaphi smallsi
604,1,emahlayia lamnandzi siyabonga
605,1,ngikhumule gedlembane nkosiyami ngubani langibonele yena
606,-1,khama biliatbrtawutega ngishayie intsenga hahahahahha
607,0,akayifuni imali yemlomo gogo
608,1,ngiyatsandza umasenijabula madoda
609,-1,angiyifuni imali yemlungu
610,-1,wadlisa licembu gogo
611,1,ngiyanitsandza bafowethu
612,1,kuhle loko jaha lakitsi
613,0,weze waba maniti lomuntfu lomdzala nkosiyami
614,-1,mbophe loyo uyedzelela
615,0,gogo memingwenya asesiwashwe nalesidziya
616,-1,sesishoda ngemaniti lesidziya
617,1,gogo memingwenya eishi makitsi angitikanjenanali lokucedza sikhatsi nemali yami ngibukela nine
618,0,bengingati kutsii umuntfu lonananuhlobo nano lwengati akadliwa yinigwenya
619,1,slwane utawubulala muntfu lomdzala
620,-1,mtege slwane ushayie lentsenga
621,0,gogi netingwenya
622,0,gogo washiya imali ngekuphushwa nje
623,0,yegogo ngatsi uphuma e mfuleni lokucakako kwekutsii ungene njani ngelifaskoti kanye nepitikotibri slwane ngiyakucela nani ungadlali ngagogo ngoba nyalo uvoma timpahla ngenxa yakhobrkodwa ngasho kutsii yehheni nabatukutulu mayie batakugugisa nani gogo brthanki u kanjenana muchi bongwane brbri
624,-1,slwane kanjenanaze walibona izulu khona sengifile nya
625,0,make netinja
626,0,tigwenya leti
627,-1,kepha gogo badlisile
628,-1,uphefumula ngelinceba
629,-1,gogo eishi udlisa licembu
630,-1,ngiyakusaba kufa lala ngkuthula chawe lemachawe
631,0,washa madoda
632,1,sinitsandza kakhulu chubekani nisinike lamahlayia enu siyawatfokotela impela
633,-1,uyangibulala
634,0,gogo akltfoli litfuba lekukhuluma mosii ke
635,0,gogo wamii
636,1,usindzile kulemphama namuhla
637,1,ngiyayiitsandza indlela lnanambangayio
638,1,ngiyatifela ngawe gogo nebafana bakho
639,1,umhlaba wonkhe unani angitsi ngasho kudzala yinii ompetha jikelele niyathandzwa buka uma senitsintsa smallzi bekungamele utsintse gogo letakho fanele tihambe emoyeni nivotelwa kanjani
640,0,ahhhi kanjenanalo ngiyasho gogo luhlobo lwakhe yati
641,0,jnanane vula ligede nasi sitokufelai
642,1,mnikeni likema lakhe nayie akhulume bo ngisuka e kanjenanauthi africa mzansi fori sure jnanni vulgate nasi stoko khetsa umayiikhethela uyababona nawe baningi manii
643,0,siphi sitoko singisi bazalwane
644,0,achi siphi lesitoko
645,0,nikani gogo likema lakhe bo smallzi
646,1,takhamuti tenhlitiyo yami
647,0,jnanane nkosiyami vulela lomntfwana
648,0,bongiswa
649,1,ngiyanitsandza nonkhe
650,1,sitokifela gogo brmayie ngiyanitsandza bonkosi brsiyanibongela kunifanele impela
651,1,ngwane lomuhle
652,0,yejnanane vele ngatsi nasi sitokofela gogo ushonjalo
653,0,jnanane nagogo
654,1,kucabanga kwenu kukhaliphile
655,1,ye jnanane gogo ungentani siyanibongela madoda
656,1,siyabonga kucaphunwa gogo nebatukulu takhamiti tenhlitiyo yami
657,0,hhayii mi manii madoda eswatini
658,0,ha kani
659,1,yebantfwanautawususa lofela kusale stoko siyabonga kuyelapha lelenikwentako kungumutsi
660,0,mine madoda
661,0,kuvotwa kanjani gogo sivote
662,1,gogo nasekatsi quotsitawususa lofela kusale sitokoquotnawe smallzi ubomnika phela likema lakhe lekukhuluma gogo
663,1,yerrrrri guysi manii ngigcwele ngani eishi ngatsi ningawina yati mina ngiyanitsanda niyacula nani yerrrri
664,1,smallzi ungabokhuluma konkhe labanye bantfwana bangasatfoli nelitfuba cha umbhalele kahle lenkhulumo slwane siyakubongela ngobe kukufanele
665,1,seskhona natsi kuncono kutsii name wephute kunekutsii ungafiki nhlobo
666,1,sinitsandza hure
667,0,nguslwane nanowentashengatsi ubhalale smallzi lengkhulumo
668,0,sekukhuluma mine phela sinikana emakema
669,1,mine nginitsanza nonke ngugogo ngu smallzi naslwanebrukwentenjani loko asewente nanokuniko mpela
670,1,nawi loshuni slwane lawbonako uma smallzi ajayiiva kutsii uhlobile egcekeni
671,1,ngiyayiitsandza kelencenye lena
672,0,yejnanane
673,1,ngavota slwane cala ngami nanotsi utasentela kona
674,1,haha
675,-1,imilente yaslwane
676,-1,ehhe jnanane
677,0,tibanjwa ngaletikudlako
678,-1,uyadzelela gedlembane ngiyadzela quotuma manigathi ucela ngize nomnganami ofreshngzokwenzenjanquoti
679,-1,vele sewaba ngulomduva
680,1,bamntfwana bafuna kujabula kumatasatasa
681,-1,gogo hhhayii kanjenananatselani
682,1,nginitsandza kwekwengca badlali bami
683,1,ayii gogo uhamba embili
684,0,ayiyi gogo musakumosha tinyembeti tasmallzi
685,1,ngitsandza lendlela leniveta ngayie imphilo yasemphakatsini wenu bogogo betfu baphila kanjenana
686,1,ngiyitsandza impela kelena kona nannanlabela embili
687,1,yi ividiyo yami yekucala ngca kutsii ngiyibukele ngacabanga kutsii salukati mbamba ngadiddeka impela
688,1,ngiyanitsandza madoda sengifuca emalanga kutsii nginibone
689,1,uhamba embili futsi ngiyakutsiandza
690,1,ngikutfulela sigcoko
691,1,waze wacula gogo kantsi uculela emaniga uyinitsandvokati yami
692,1,gogo uyakhona kuhlabela
693,0,uyi characteri gogo
694,1,lapho bengicabanga kutsii nginelilanga lelibi niyangelapha
695,0,kkkkkki gogo uphiwe liphimbo nami besengibona kushoniwe impela
696,-1,bantftu bacabanga kutsii gogo msikati
697,-1,nginele kuyibona lemoto yasemoshali ngathi lena yokulanda dumazile
698,1,hlabelela kamnandzi gogo
699,-1,talukati vele tiyatitsandza tindzaba ngekubona nje imoto yase dupsi
700,0,livi lagogo
701,1,eyi nganambitsa kakhulu ufakeni yena nangu
702,-1,facata phela bakitsi
703,0,gogo ayii niyisiyeta lento yenu
704,1,ngake ngalibukele ividiyo kulesikhatsi lesengcile cha umona phasi gogo unelivi lelihle uma ungangikholwa chubeka ubukeli ema ividiyo akhe utativela utotsi ngakutjela
705,1,cha kulena ngiyanivuma nkosiyami yo chubekani kangako madoda
706,1,labobhuti laba bodchwephesha ngiposa lutsandvo lusuka emsunduza
707,1,mine nje ngiyatitsandzela le ividiyo brmuhle umsebenti bobhuti
708,-1,mine ngitfuswa kutsii batsi gogo uyinija kusho smallzi
709,1,ngaze ngamthandza logogo
710,1,gogo ungikhumbuta gogo wamii lotala babe
711,-1,bindza la emlonyeni ulalele lona losibitile
712,0,gogo uyachaza
713,0,inja ayiiyilumi lenye
714,0,nkosiyami uyabo
715,1,hho slwane quotlemoto ifana lelivi lasimakadze ayiiweli phansi ingakafezi umsebentiquotayii cha nikhona
716,1,gogo ngichazwa livi ynani
717,-1,yazi labafana banenkinga emakhanda laba
718,-1,eyi nganambitha kakhu ufakeni yena nangu
719,1,gogo waze wacula kamnandzi manie lelihlazo lekukhala mahhala love u guysi
720,1,gogo cha uyahlekisa bantu nani
721,-1,ynani ynani gogo nani utonatsa nepoikanjenanani kutsiandza kunatsa
722,0,inja ayilumi lenye
723,-1,nganambitsa kakhulu manii ufakeni yena nangu
724,0,leliculo langikhumbuza mkhulu wamii lti lti
725,1,buti like thisi massage quotiyaphi imoto yemsebenti ekhayiaquoti
726,1,yabona gogo salute
727,1,slwane gogo smallzi hhai whti combinationi kumnandzi bafe gogo u rocki nehi
728,1,naloke lami bri ayiyi ufake ini lana bruhamba embili
729,0,yi futsi cha uyabona sikhona nasalukati nasi
730,1,slwane kwamiele ucolise ku ngane ngane
731,1,niyalwenta lusuku lwamii bafowethu nichubeke njalo yehhenini gogo smallzi nosilwanyana
732,0,awu nkhosiyami
733,1,ave ningichaza niyati
734,1,ngiyakutsiandza yegogo
735,1,nigtfokotile kubona bogogo naslwane egablesi slwane utsite kimi quotnginatsani ngabindzisa kakanjenanaquoti
736,-1,cha gogo uyatati tindzaba akafuni kukanjenanalwa
737,1,muhle umsebenti bafana gogo uhamba embili ungikhumbuta bogogo bangempela angiphuthelwa ama epikanjenanadesi wenu chubekani nibambe yona
738,1,bengisengkhala nithula kakhulu manii smallzi kani nimnandzi ebonine nathi sinanasi sa januaryi
739,1,yemake livi lagogo
740,-1,hhhayii ngatsi nisidojile yinii lelenatfwe ngugogo phela ngoba nimujubile
741,-1,nani gogo suze unatse umvusankunzi
742,0,gogo bo
743,-1,gogo akakasho namuhla kutsii yehhenini webantu
744,0,gogo uyayienta lowu kkkkki
745,-1,ayii gogo ngiyokubona nje imoto yasemoshali
746,-1,gogo nkosiyami lihlazo lekungena ngengoma
747,-1,ludlame lwagogo
748,1,yahi nehi ugogo ate ahlabele kamnandzi uyangibusisa logogo bo
749,0,gogo wakhuliswa ngugogo yinii utati tonke tindlela tabogogo
750,-1,manije slwane kanjenanalo uyatentisa
751,1,ngiyamtsandza gogo uneliphimbi lelimnadzi
752,-1,gogo kanjenananatse umvusankunzi
753,-1,ugogo kanjenanagcogce nemali yomnikelo kusmallzi
754,1,ayii sesivile
755,0,yesmallzi nimshiyelani gogo manije
756,1,gogo kanye nemtukulu wakhe cha nihamba embili
757,-1,yasuka kugogo naslwane mshiye gogo nalemoto yakhe yekulayiisha timoto letifile
758,-1,unenkinga yagogo slwane yo gogo gogo
759,-1,slwane utsenge imoto yekulayiisha timoto letifile
760,1,gogo kanye
761,1,slwane unayie gogo nanu
762,1,lona uhamba embili cha angikakakuboni kuta keloko
763,1,tjo gogo gogo jesu kumnandzi emhlabeni
764,-1,bakutsiatsaphi nje
765,-1,gogo nebakitsi iphi lemoto yekulayiisha timoto letifile
766,1,unagogo lnanlukile slwane
767,0,iphi breakdowni slwane cha ukhona gogo
768,-1,bonkhe bogogo banjena noma ngulowaslwane nje
769,0,ungentani nje gogo
770,-1,awu yahamba inkhinsela madoda
771,-1,stupedi
772,1,bekulicembu lelihamba lelihle leli
773,1,viva gedlembane
774,1,jesu gedlembane wentani usibusikanjenana ynani mirenda wacishe walahlekelwa nguye
775,1,kuhle kwendlula konkhe lokwake kwaba khona
776,0,hhayii cha
777,-1,emhlabeni po boxi kuyanyiwa
778,1,nani gedlembane waphiwa lithalente
779,1,ngiyamthandza gedlembane uyeva ngihlala njalo ngibukela umsebenti wakhe
781,1,yho uyangichaza gedlembane shame
782,1,lamajaha kwamiele ateme tuchwephesha lobungetulu kulomsindvo nale ividiyo kute batewufeza emaphupho abo kona hhhayii cha sebahambile ngelizinga
783,-1,slwane unemaniga kakhulu
784,1,nani ahamba abe homosexuali
785,1,gwa
786,-1,po boxi kuyanyiwa
787,1,umdlalo wakho siyagedla bewumuhle ethabankulu
788,-1,ngivele ngifi lapha nasekatsi nembala
789,1,cha ngiyakuvuma gedlembane na mirenda wakho lokunika intsambo
790,-1,nani ayii lendvodza iyangicedza
791,-1,nani kwenteka kimi ngoba ngistjupedi
792,1,ngingatfokota kubona mirenda
793,0,mirenda utangikhumbula
794,-1,awu smallzi kanjenanawuyashayia asu slwane
795,-1,ayii leya dicotyledoni iyangcedza yena mri smallzi asekavuma suka manii
796,0,madoda ngifuna kutobuka imicimbi yenu cela nite nangalapha esa ngiyacela
797,-1,utsi quotningasangifaki lentsamo ayiisaluleki kahlequoti ayii cha
798,1,awu mirenda brniyayiati intfo leniyentako madoda
799,0,mina sengfuna kubona mirenda nani
800,-1,mirenda uphatsisa gedlembane ngenhloko yati sicela mirenda avele la atikhulumele nanu kutsii wentiwayiinii lomntfwana afane naslwane
801,-1,ngikudzabulela nkosiyami
802,1,hahaha ayii cha kanjenanankhe sikhatsi nangifua kucedza kucindzeteleka lokubangwa tincwadzingvele ngibukele smallzi slwane na gedlembaneayii cha siyatfutfuka bafetfungihleke icala le ividiyo yate yayiophela
803,-1,slwane uyatsanda kwenta labanye tilibali ngalesi silungu sakhe se isayensi mirende yeka kudlala ngagedlenmbanebrbrbrbri semanie po boxi emhlabeni kuyanyiwa
804,-1,ayii myekeni agoduke vele emhlabeni po boxi kuyanyiwa
805,1,isayensi itsini
806,-1,wnani mufake kani
807,-1,nani kudlaliwe ngagedlembane la
808,-1,quotye mesiyai ngiyacolisa lekuta ngingakakbhazquotquotamanitiquoti slwane mfe awusiko kahle yati ayiyi kuyaguleka la kudzingakala sibhedlela sangempela
809,0,phhayiiloni
810,0,smallzi caphela nga maphindi ku slwane
811,-1,nate nadlala ngelicinikanjenana
812,-1,ya gedlembane vele lomirenda uyenyanywa sicela kumbona kemanije
813,-1,angisakhoni kuhlala nginganibuikeli sekungatsi nitidzakamiva tami angikhoni kulala ngingakaniboni
814,-1,emhlabeni po boxi kuyanyiwa mirenda mayie utangkhumbula guysi slwane
815,0,gedlembane ngiyakhanya nje minebrsmallzi mhlawumbi ufaki imaskhi
816,-1,yabona slwane uvele ashayie le isayensi yakhe akhulume singisi asangane smallzi avume konkhe atsembe gedlembane
817,-1,manigingekho tiyamakulana
818,-1,utsingewamii lomntfwana lo mntfwana uyakhanya ngiyakhanya mina
819,1,emaniti emaniti mirendi mirenda siyagedla uyibhoza
820,0,ngingakutsiengela ngisho nasiphi sitolo leslousyngitsenga nje epicknpayii
821,-1,smallzi ngicela leilinkii yamjingi yadliwa inhlitiyo
822,0,ngiyacolisa kuta ungakanga buzzi
823,-1,pi boxi kuyanyiwa emhlabeni
824,0,ngubani losalako
825,0,yabo ngimuve kahle gedli nakabuta kutsii pho whyi ungasho satsenga stouti
826,0,lenkhulumo yakho manii smallzi
827,0,ngiphusha ngayio phela
828,-1,gogo utsandza imali
829,-1,gogo kanjenanafuna nekumulayiida ngemlilomnikeleni ngetinja bevele ngishito kutsii angikufuni
830,0,yhu ugogo
831,-1,gogo uyayiitsandza imali
832,0,hhhayii cha lokwabonwa yimali
833,-1,vele umokhele gogo ngemlilo lomkhulu avutse uyakudzelela uyati
834,0,zange ngihleke kanjenana nani jhi
835,-1,gogo imali kanjenanalomoni amaniga vele bewungeke wakhe lowomuti
836,1,guysi sengifile luhleko
837,0,smalisi singisi
838,-1,ye smolisi ngtakbahlata mine gogo whyi u kepi callingi kanjenanalomoni kanjenanalomonthe wayii gogo dancedi
